
hsbuyfcb
2024-04-20 02:07:53,561: 'd'
2024-04-20 02:07:53,752: 'h'
2024-04-20 02:07:54,032: 'a'
2024-04-20 02:07:54,541: 'r'
2024-04-20 02:07:54,916: 's'
2024-04-20 02:07:55,114: 'h'
2024-04-20 02:07:56,061: 'j'
2024-04-20 02:07:56,389: 'i'
2024-04-20 02:07:56,604: 'k'
2024-04-20 02:07:57,000: 'a'
2024-04-20 02:07:58,826: Key.enter
2024-04-20 02:10:27,717: 't'
2024-04-20 02:10:27,875: 'h'
2024-04-20 02:10:28,096: 'i'
2024-04-20 02:10:28,285: 'a'
2024-04-20 02:10:30,298: Key.backspace
2024-04-20 02:10:30,799: Key.backspace
2024-04-20 02:10:30,850: Key.backspace
2024-04-20 02:10:30,902: Key.backspace
2024-04-20 02:10:30,956: Key.backspace
2024-04-20 02:10:31,005: Key.backspace
2024-04-20 02:10:31,061: Key.backspace
2024-04-20 02:11:03,468: 't'
2024-04-20 02:11:03,701: 'h'
2024-04-20 02:11:03,932: 'i'
2024-04-20 02:11:04,094: 'a'
2024-04-20 02:11:05,477: Key.backspace
2024-04-20 02:11:05,673: Key.backspace
2024-04-20 02:11:05,849: Key.backspace
2024-04-20 02:11:05,993: Key.backspace
2024-04-20 02:11:06,343: Key.backspace
2024-04-20 02:11:07,242: Key.shift
2024-04-20 02:11:08,017: ')'
2024-04-20 02:11:08,367: Key.ctrl
2024-04-20 02:11:08,761: 'a'
2024-04-20 02:11:09,715: Key.backspace
2024-04-20 02:11:10,084: Key.ctrl
2024-04-20 02:11:10,675: Key.ctrl
2024-04-20 02:11:11,135: 'z'
2024-04-20 02:11:13,202: Key.ctrl
2024-04-20 02:11:13,713: 's'
2024-04-20 02:11:23,107: 't'
2024-04-20 02:11:23,441: 'h'
2024-04-20 02:11:23,882: 'i'
2024-04-20 02:11:24,078: 's'
2024-04-20 02:11:24,254: Key.space
2024-04-20 02:11:24,516: 'i'
2024-04-20 02:11:24,696: 's'
2024-04-20 02:11:24,972: Key.space
2024-04-20 02:11:27,022: 't'
2024-04-20 02:11:27,447: 'a'
2024-04-20 02:11:27,830: 's'
2024-04-20 02:11:28,104: 'k'
2024-04-20 02:11:29,122: Key.space
2024-04-20 02:11:29,331: '3'
2024-04-20 02:11:30,186: Key.enter
2024-04-20 02:12:04,360: Key.backspace
2024-04-20 02:12:04,866: Key.backspace
2024-04-20 02:12:04,917: Key.backspace
2024-04-20 02:12:04,974: Key.backspace
2024-04-20 02:12:05,025: Key.backspace
2024-04-20 02:12:05,078: Key.backspace
2024-04-20 02:12:05,129: Key.backspace
2024-04-20 02:12:05,184: Key.backspace
2024-04-20 02:12:05,258: Key.backspace
2024-04-20 02:12:05,309: Key.backspace
2024-04-20 02:12:05,362: Key.backspace
2024-04-20 02:12:14,692: Key.enter
2024-04-20 02:12:15,485: 'j'
2024-04-20 02:12:15,494: 'k'
2024-04-20 02:12:15,625: 'h'
2024-04-20 02:12:15,762: 'u'
2024-04-20 02:12:15,786: 'y'
2024-04-20 02:12:16,995: Key.enter
2024-04-20 02:12:30,028: Key.space
2024-04-20 02:12:30,281: 'n'
2024-04-20 02:12:30,477: 'b'
2024-04-20 02:12:30,583: 'h'
2024-04-20 02:12:30,775: 'b'
2024-04-20 02:12:30,880: 'h'
2024-04-20 02:12:31,222: 'g'
2024-04-20 02:12:31,229: 'h'
2024-04-20 02:12:31,434: 'v'
2024-04-20 02:12:31,534: 'f'
2024-04-20 02:12:31,652: 'c'
2024-04-20 02:12:31,662: 'j'
2024-04-20 02:12:32,526: Key.enter
2024-04-20 02:12:33,097: 'k'
2024-04-20 02:12:33,378: 'u'
2024-04-20 02:12:33,568: 'h'
2024-04-20 02:12:34,205: Key.enter
2024-04-20 02:13:40,827: 't'
2024-04-20 02:13:41,127: 'h'
2024-04-20 02:13:41,379: 'i'
2024-04-20 02:13:41,576: 's'
2024-04-20 02:13:41,722: Key.space
2024-04-20 02:13:42,284: 'i'
2024-04-20 02:13:42,501: 's'
2024-04-20 02:13:42,689: Key.space
2024-04-20 02:13:43,025: 'm'
2024-04-20 02:13:43,325: 'y'
2024-04-20 02:13:43,590: Key.space
2024-04-20 02:13:44,048: 't'
2024-04-20 02:13:44,486: 'a'
2024-04-20 02:13:44,819: 's'
2024-04-20 02:13:44,981: 'k'
2024-04-20 02:13:45,238: Key.space
2024-04-20 02:13:45,884: '3'
2024-04-20 02:13:46,486: Key.enter
2024-04-20 02:13:58,788: 'k'
2024-04-20 02:13:58,947: 'e'
2024-04-20 02:13:59,855: 'y'
2024-04-20 02:14:00,349: 'l'
2024-04-20 02:14:00,569: 'o'
2024-04-20 02:14:00,841: 'g'
2024-04-20 02:14:00,978: 'g'
2024-04-20 02:14:01,269: 'e'
2024-04-20 02:14:01,568: 'r'
2024-04-20 02:14:02,098: Key.enter
2024-04-20 02:15:55,433: Key.up
2024-04-20 02:15:56,568: Key.up
2024-04-20 02:15:57,417: Key.up
2024-04-20 02:15:58,310: Key.up
2024-04-20 02:15:58,875: Key.up
2024-04-20 02:15:59,997: Key.enter
